Series_Name,Series_Code,Country_Name,Country_Code,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Czech Republic,CZE,30.64999962,29.75600052,31.06399918,31.38899994,32.17499924,32.72499847,32.55899811,32.25899887
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Denmark,DNK,67.43499756,66.95500183,63.89300156,61.57400131,61.39699936,62.0019989,66.08399963,63.13299942
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Djibouti,DJI,44.70199966,43.98600006,43.31800079,42.69599915,42.0890007,41.48199844,41.14799881,40.68000031
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Dominica,DMA,,,,,,,,
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Dominican Republic,DOM,39.32400131,40.90299988,41.29100037,41.11899948,41.68700027,44.89099884,45.40399933,44.89799881
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Ecuador,ECU,45.48600006,42.82699966,43.61700058,41.7840004,41.22600174,43.85900116,45.76100159,46.80199814
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Egypt Arab Rep.,EGY,34.46500015,33.23799896,33.77099991,35.01699829,34.22600174,32.36399841,31.70199966,29.05200005
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,El Salvador,SLV,43.78499985,43.9469986,44.6609993,44.20800018,43.10400009,42.39699936,43.43000031,43.79999924
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Equatorial Guinea,GNQ,33.20000076,32.64799881,32.14599991,31.88999939,31.85499954,31.82500076,31.34799957,30.97699928
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Eritrea,ERI,66.12799835,67.39199829,68.46900177,69.35199738,70.04000092,70.52799988,69.9469986,69.47699738
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Estonia,EST,38.49200058,40.20299911,41.02199936,39.57500076,39.28699875,42.14799881,44.00400162,46.82600021
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Eswatini,SWZ,26.39500046,26.38599968,26.39900017,26.41900063,26.41799927,26.37299919,26.06299973,25.80699921
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Ethiopia,ETH,75.43599701,75.32299805,75.23000336,75.14900208,74.21099854,73.27400208,72.52400208,71.74900055
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Faroe Islands,FRO,,,,,,,,
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Fiji,FJI,38.07500076,38.45600128,38.36500168,38.39500046,38.40999985,39.32400131,39.9640007,39.32300186
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Finland,FIN,49.27500153,50.33300018,51.42200089,51.68399811,52.14300156,52.33300018,52.32300186,53.35400009
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,France,FRA,39.08100128,38.06000137,37.36299896,37.36299896,36.68099976,37.47200012,37.56200027,37.5929985
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,French Polynesia,PYF,39.77999878,40.41199875,40.69100189,40.08000183,39.2879982,38.32400131,38.09199905,38.50899887
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Gabon,GAB,18.63999939,18.46999931,18.35099983,18.29100037,18.27099991,18.25099945,18.3920002,18.46899986
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Gambia The,GMB,41.79499817,41.93399811,42.0890007,41.92300034,41.73799896,41.52700043,41.45399857,41.31200027
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Georgia,GEO,40.73300171,42.77399826,42.39199829,40.5909996,41.54999924,42.55599976,40.02399826,39.42900085
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Germany,DEU,51.47399902,52.0909996,50.26100159,50.32799911,49.43199921,48.62099838,49.0719986,49.67100143
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Ghana,GHA,42.90499878,42.81200027,42.68399811,42.53900146,42.40399933,42.29399872,42.0359993,41.74399948
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Gibraltar,GIB,,,,,,,,
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Greece,GRC,31.0189991,30.46500015,30.21699905,29.61599922,28.1970005,26.34799957,24.81599998,25.44599915
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Greenland,GRL,,,,,,,,
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Grenada,GRD,,,,,,,,
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Guam,GUM,56.81299973,56.59000015,56.65999985,56.72700119,56.82699966,56.58300018,56.50699997,56.6570015
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Guatemala,GTM,53.77000046,53.40100098,59.35100174,51.49399948,52.83599854,52.72900009,53.86899948,53.66199875
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Guinea,GIN,46.43399811,46.11199951,45.72900009,45.28900146,44.81700134,44.3390007,43.65800095,42.97800064
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Guinea-Bissau,GNB,53.74100113,53.67200089,53.56900024,53.43999863,53.27600098,53.06499863,52.91600037,52.68799973
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Guyana,GUY,47.07300186,47.31000137,47.83599854,48.48899841,49.07699966,49.51599884,49.9090004,50.2120018
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Haiti,HTI,35.34400177,35.04299927,34.83100128,34.60599899,34.4129982,34.25099945,34.04100037,33.8390007
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Honduras,HND,52.2179985,50.58499908,48.96099854,52.40599823,53.25500107,55.40499878,54.58800125,56.42300034
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Hong Kong SAR China,HKG,35.86899948,36.33399963,37.18199921,39.27199936,38.97000122,40.38399887,40.68099976,40.93999863
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Hungary,HUN,23.89800072,23.69000053,25.29400063,27.27300072,29.63999939,31.25200081,32.64599991,32.77099991
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Iceland,ISL,73.25900269,72.55400085,75.1230011,77.6780014,77.68299866,79.91100311,82.81700134,81.81500244
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,India,IND,36.34600067,34.76499939,33.22399902,32.20199966,31.21699905,30.27099991,29.35899925,28.48200035
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Indonesia,IDN,48.52399826,48,48.66699982,47.75,46.61600113,45.87599945,45.86600113,47.61399841
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Iran Islamic Rep.,IRN,29.93199921,28.71800041,27.45400047,26.14999962,24.8390007,25.36800003,27.17399979,28.50600052
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Iraq,IRQ,30.92499924,30.46899986,30.02400017,30.22900009,30.46199989,29.6420002,28.87899971,27.21699905
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Ireland,IRL,53.95399857,51.71099854,50.75799942,50.26100159,48.21900177,47.39300156,50.62400055,46.95899963
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Isle of Man,IMN,,,,,,,,
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Israel,ISR,53.13100052,50.76200104,49.70199966,49.78300095,49.78099823,49.2140007,48.97000122,48.90999985
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Italy,ITA,28.29999924,27.17499924,28.49300003,26.9810009,27.0359993,26.18000031,26.69400024,26.27700043
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Jamaica,JAM,35.0530014,34.36500168,33.69100189,34.73899841,33.37099838,34.01300049,35.23899841,36.5320015
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Japan,JPN,42.98899841,42.4640007,42.26900101,42.91699982,43.09500122,42.86600113,44.45700073,44.52700043
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Jordan,JOR,26.37400055,25.04299927,24.03100014,23.00200081,23.04999924,23.08399963,23.09300041,23.06800079
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Kazakhstan,KAZ,45.07400131,44.37099838,43.63499832,42.80199814,45.02999878,46.92900085,44.54000092,41.79000092
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Kenya,KEN,42.97900009,43.40399933,43.72700119,44.01100159,44.34999847,44.79399872,45.33000183,44.37099838
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Kiribati,KIR,,,,,,,,
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Korea Dem. People’s Rep.,PRK,75.75700378,75.53900146,75.5510025,75.58000183,75.62799835,75.41400146,75.29799652,75.33100128
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Korea Rep.,KOR,25.98699951,26.13199997,27.14999962,27.13999939,29.25,30.67200089,31.16699982,31.43199921
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Kosovo,XKX,,,,,,,,
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Kuwait,KWT,27.04199982,26.47900009,26.0529995,25.90699959,25.71500015,25.52199936,25.49099922,26.0529995
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Kyrgyz Republic,KGZ,47.18299866,46.76300049,44.66699982,47.24399948,44.2859993,43.26100159,41.69599915,39.54199982
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Lao PDR,LAO,63.88800049,63.48500061,63.08399963,62.63899994,62.15599823,61.61600113,61.09799957,60.54899979
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Latvia,LVA,40.38000107,37.90100098,40.35400009,39.32300186,40.62200165,42.00500107,41.54899979,42.03900146
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Lebanon,LBN,27.38899994,27.73699951,28.125,28.54500008,28.90600014,29.18499947,29.37800026,29.53000069
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Lesotho,LSO,50.01699829,48.68799973,47.34199905,45.98699951,45.40599823,44.71300125,44.41199875,43.96900177
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Liberia,LBR,57.2140007,57.03900146,56.73600006,56.30400085,55.77500153,55.18099976,57.36000061,56.72299957
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Libya,LBY,17.62199974,17.58200073,17.50300026,17.39299965,17.2670002,17.1420002,17.04400063,16.95100021
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Liechtenstein,LIE,,,,,,,,
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Lithuania,LTU,28.54000092,28.28700066,29.25200081,31.18099976,33.92200089,33.9469986,36.20899963,36.30099869
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Luxembourg,LUX,25.0529995,24.94199944,27.15500069,26.44000053,27.42900085,35.27999878,30.95499992,30.93499947
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Macao SAR China,MAC,49.2820015,48.68000031,45.76499939,45.88999939,45.3429985,44.64500046,44.39599991,45.88700104
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Madagascar,MDG,79.84400177,79.1230011,78.375,77.60399628,76.81600189,76.01399994,75.49500275,75.03500366
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Malawi,MWI,63.18600082,64.04699707,64.86799622,65.66500092,64.93499756,64.1989975,63.30400085,62.45899963
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Malaysia,MYS,40.03499985,41.4659996,41.70999908,42.34600067,42.29600143,41.46900177,41.72399902,41.34899902
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Maldives,MDV,50.95399857,52.29800034,53.63999939,54.98500061,56.30500031,56.05899811,56.64199829,58.01599884
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Mali,MLI,59.52600098,59.92399979,60.17399979,60.29899979,60.31999969,60.75699997,60.56100082,60.29000092
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Malta,MLT,51.13000107,52.11800003,51.60699844,53.0909996,52.48199844,51.30899811,51.20899963,51.92900085
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Marshall Islands,MHL,,,,,,,,
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Mauritania,MRT,28.74399948,27.47699928,26.23200035,26.04400063,25.83799934,25.61300087,25.4829998,25.29700089
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Mauritius,MUS,39.94900131,39.19800186,39.36199951,40.12400055,41.3730011,43.4679985,42.86100006,42.45700073
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Mexico,MEX,47.70500183,47.29800034,47.65100098,46.91199875,45.94100189,45.47000122,45.07500076,44.66699982
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Micronesia Fed. Sts.,FSM,,,,,,,,
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Moldova,MDA,22.02499962,22.45700073,20.4109993,20.7689991,19.25600052,21.62800026,19.53499985,19.42399979
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Monaco,MCO,,,,,,,,
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Mongolia,MNG,33.35900116,34.41699982,33.87900162,33.25600052,32.64799881,31.83799934,30.64100075,29.37000084
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Montenegro,MNE,23.88100052,23.57799911,26.9640007,26.79199982,30.11300087,30.79199982,33.40200043,31.91200066
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Morocco,MAR,36.15200043,36.05799866,34.64099884,33.18799973,31.71199989,30.17499924,28.60499954,26.97999954
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Mozambique,MOZ,65.78399658,65.32900238,64.86599731,64.39299774,63.90599823,63.40599823,63.04499817,62.59999847
Labor force participation rate for ages 15-24 total (%) (modeled ILO estimate),SL.TLF.ACTI.1524.ZS,Myanmar,MMR,64.64299774,63.98500061,63.11999893,62.1230011,61.1780014,60.35200119,55.8370018,51.52299881
